AÑO,TRIMESTRE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACIÓN DANE,INDICE
2023,1,05,ANTIOQUIA,05660,SAN LUIS,3529,13690,"0,2578"
2020,3,13,BOLIVAR,13458,MONTECRISTO,142,17445,"0,0081"
2023,1,15,BOYACA,15522,PANQUEBA,8,1794,"0,0045"
2021,4,25,CUNDINAMARCA,25658,SAN FRANCISCO,1346,11886,"0,1132"
2022,2,68,SANTANDER,68679,SAN GIL,12358,62294,"0,1984"
2020,3,68,SANTANDER,68167,CHARALA,800,12480,"0,0641"
2022,3,20,CESAR,20178,CHIRIGUANA,1130,31188,"0,0362"
2021,2,47,MAGDALENA,47555,PLATO,4507,67418,"0,0669"
2021,1,63,QUINDIO,63190,CIRCASIA,5295,29179,"0,1815"
2022,3,73,TOLIMA,73148,CARMEN DE APICALA,278,11072,"0,0251"
2022,2,68,SANTANDER,68162,CERRITO,276,7001,"0,0394"
2020,4,08,ATLANTICO,08137,CAMPO DE LA CRUZ,7,24027,"0,0003"
2021,4,15,BOYACA,15816,TOGsI,117,4476,"0,0261"
2021,1,73,TOLIMA,73408,LERIDA,591,18582,"0,0318"
2022,4,15,BOYACA,15814,TOCA,820,9229,"0,0889"
2021,2,94,GUAINIA,94001,INIRIDA,1307,35041,"0,0373"
2020,2,68,SANTANDER,68498,OCAMONTE,20,5939,"0,0034"
2021,4,13,BOLIVAR,13894,ZAMBRANO,544,12546,"0,0434"
2020,4,18,CAQUETA,18592,PUERTO RICO,507,27047,"0,0187"
2021,4,41,HUILA,41132,CAMPOALEGRE,4011,32314,"0,1241"
2022,3,25,CUNDINAMARCA,25053,ARBELAEZ,648,11807,"0,0549"
2020,2,05,ANTIOQUIA,05036,ANGELOPOLIS,299,5905,"0,0506"
2022,3,70,SUCRE,70820,SANTIAGO DE TOLU,1049,34135,"0,0307"
2021,4,54,NORTE DE SANTANDER,54810,TIBU,2903,60007,"0,0484"
2022,3,76,VALLE DEL CAUCA,76100,BOLIVAR,614,16383,"0,0375"
2020,3,15,BOYACA,15407,VILLA DE LEYVA,1490,16835,"0,0885"
2020,3,05,ANTIOQUIA,05543,PEQUE,305,8356,"0,0365"
2021,4,85,CASANARE,85263,PORE,189,12270,"0,0154"
2021,2,63,QUINDIO,63111,BUENAVISTA,40,3171,"0,0126"
2021,3,13,BOLIVAR,13430,MAGANGUE,9664,142069,"0,068"
2020,2,27,CHOCO,27425,MEDIO ATRATO,6,11759,"0,0005"
2021,1,25,CUNDINAMARCA,25398,LA PE�A,30,6333,"0,0047"
2022,1,25,CUNDINAMARCA,25126,CAJICA,32185,95257,"0,3379"
2021,3,91,AMAZONAS,91001,LETICIA,1186,52226,"0,0227"
2021,4,15,BOYACA,15362,IZA,198,2032,"0,0974"
2021,3,19,CAUCA,19622,ROSAS,69,11887,"0,0058"
2020,4,19,CAUCA,19821,TORIBIO,69,36064,"0,0019"
2023,1,52,NARI�O,52678,SAMANIEGO,223,29936,"0,0074"
2022,4,13,BOLIVAR,13780,TALAIGUA NUEVO,443,13746,"0,0322"
2020,3,05,ANTIOQUIA,05665,SAN PEDRO DE URABA,3159,32003,"0,0987"
2020,3,88,SAN ANDRES Y PROVIDENCIA,88564,PROVIDENCIA,42,5953,"0,0071"
2020,4,25,CUNDINAMARCA,25436,MANTA,67,3933,"0,017"
2022,2,70,SUCRE,70233,EL ROBLE,13,10182,"0,0013"
2020,2,05,ANTIOQUIA,05086,BELMIRA,423,6166,"0,0686"
2022,3,68,SANTANDER,68679,SAN GIL,10832,62294,"0,1739"
2021,2,86,PUTUMAYO,86571,PUERTO GUZMAN,117,36900,"0,0032"
2020,2,68,SANTANDER,68773,SUCRE,26,7379,"0,0035"
2020,3,68,SANTANDER,68101,BOLIVAR,69,11569,"0,006"
2021,3,50,META,50245,EL CALVARIO,13,1817,"0,0072"
2020,2,05,ANTIOQUIA,05861,VENECIA,1567,11915,"0,1315"
2023,1,54,NORTE DE SANTANDER,54239,DURANIA,269,5139,"0,0523"
2022,2,05,ANTIOQUIA,05264,ENTRERRIOS,2006,11873,"0,169"
2020,2,85,CASANARE,85279,RECETOR,17,1580,"0,0108"
2021,1,52,NARI�O,52323,GUALMATAN,156,7265,"0,0215"
2021,3,68,SANTANDER,68051,ARATOCA,22,8480,"0,0026"
2023,1,76,VALLE DEL CAUCA,76318,GUACARI,4493,35378,"0,127"
2021,4,17,CALDAS,17486,NEIRA,1425,21303,"0,0669"
2021,3,27,CHOCO,27450,MEDIO SAN JUAN,233,11168,"0,0209"
2022,1,66,RISARALDA,66001,PEREIRA,124431,480739,"0,2588"
2021,4,08,ATLANTICO,08758,SOLEDAD,104796,660674,"0,1586"
2021,1,23,CORDOBA,23189,CIENAGA DE ORO,2064,61898,"0,0333"
2022,3,05,ANTIOQUIA,05642,SALGAR,612,18981,"0,0322"
2022,4,15,BOYACA,15022,ALMEIDA,6,1997,"0,003"
2022,3,86,PUTUMAYO,86885,VILLAGARZON,302,26208,"0,0115"
2022,3,47,MAGDALENA,47660,SABANAS DE SAN ANGEL,440,17256,"0,0255"
2021,1,05,ANTIOQUIA,05093,BETULIA,925,16178,"0,0572"
2021,3,70,SUCRE,70204,COLOSO,6,9061,"0,0007"
2022,1,52,NARI�O,52411,LINARES,196,10453,"0,0188"
2020,3,23,CORDOBA,23660,SAHAGUN,6697,111416,"0,0601"
2020,2,95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,2541,56294,"0,0451"
2022,1,15,BOYACA,15367,JENESANO,248,7601,"0,0326"
2020,4,27,CHOCO,27800,UNGUIA,481,13497,"0,0356"
2021,4,41,HUILA,41359,ISNOS,777,26555,"0,0293"
2021,2,91,AMAZONAS,91263,EL ENCANTO,1,2074,"0,0005"
2021,1,19,CAUCA,19212,CORINTO,193,26261,"0,0073"
2022,1,27,CHOCO,27245,EL CARMEN DE ATRATO,78,8932,"0,0087"
2021,4,47,MAGDALENA,47605,REMOLINO,272,12399,"0,0219"
2022,3,47,MAGDALENA,47030,ALGARROBO,1017,17325,"0,0587"
2021,4,15,BOYACA,15322,GUATEQUE,426,11161,"0,0382"
2022,3,23,CORDOBA,23855,VALENCIA,2472,37841,"0,0653"
2021,2,52,NARI�O,52258,EL TABLON DE GOMEZ,136,14805,"0,0092"
2022,2,05,ANTIOQUIA,05425,MACEO,342,8559,"0,04"
2023,1,15,BOYACA,15215,CORRALES,203,2662,"0,0763"
2020,4,73,TOLIMA,73268,ESPINAL,13886,72943,"0,1904"
2020,2,15,BOYACA,15223,CUBARA,48,10767,"0,0045"
2020,4,08,ATLANTICO,08560,PONEDERA,173,25378,"0,0068"
2021,4,17,CALDAS,17433,MANZANARES,585,18461,"0,0317"
2023,1,15,BOYACA,15491,NOBSA,1699,17167,"0,099"
2023,1,20,CESAR,20045,BECERRIL,853,24797,"0,0344"
2022,1,15,BOYACA,15325,GUAYATA,91,3480,"0,0261"
2023,1,52,NARI�O,52490,OLAYA HERRERA,58,26280,"0,0022"
2021,3,52,NARI�O,52399,LA UNION,432,32835,"0,0132"
2021,2,23,CORDOBA,23675,SAN BERNARDO DEL VIENTO,422,38929,"0,0108"
2020,3,68,SANTANDER,68229,CURITI,932,12988,"0,0718"
2023,1,52,NARI�O,52520,FRANCISCO PIZARRO,13,14861,"0,0009"
2022,2,85,CASANARE,85410,TAURAMENA,2152,25930,"0,083"
2022,3,85,CASANARE,85300,SABANALARGA,35,3937,"0,0089"
2020,2,68,SANTANDER,68547,PIEDECUESTA,34976,182403,"0,1918"
2020,3,44,LA GUAJIRA,44279,FONSECA,4132,46607,"0,0887"
2022,2,05,ANTIOQUIA,05038,ANGOSTURA,541,11909,"0,0454"
2021,4,68,SANTANDER,68770,SUAITA,75,10414,"0,0072"
2020,2,25,CUNDINAMARCA,25322,GUASCA,784,16448,"0,0477"
2022,2,13,BOLIVAR,13473,MORALES,1184,24345,"0,0486"
2020,4,81,ARAUCA,81220,CRAVO NORTE,442,4245,"0,1041"
2020,4,15,BOYACA,15176,CHIQUINQUIRA,5730,58137,"0,0986"
2021,1,15,BOYACA,15226,CUITIVA,44,1873,"0,0235"
2021,3,68,SANTANDER,68669,SAN ANDRES,38,8929,"0,0043"
2021,1,95,GUAVIARE,95025,EL RETORNO,99,15913,"0,0062"
2020,2,41,HUILA,41244,ELIAS,9,4352,"0,0021"
2020,2,15,BOYACA,15763,SOTAQUIRA,187,8423,"0,0222"
2021,2,91,AMAZONAS,91540,PUERTO NARI�O,37,10418,"0,0036"
2022,2,85,CASANARE,85010,AGUAZUL,3857,39847,"0,0968"
2022,4,73,TOLIMA,73043,ANZOATEGUI,27,10487,"0,0026"
2022,3,05,ANTIOQUIA,05172,CHIGORODO,10223,61211,"0,167"
2022,1,85,CASANARE,85010,AGUAZUL,2594,39847,"0,0651"
2021,4,15,BOYACA,15676,SAN MIGUEL DE SEMA,110,3097,"0,0355"
2023,1,81,ARAUCA,81736,SARAVENA,6120,64236,"0,0953"
2021,4,13,BOLIVAR,13810,TIQUISIO,234,19131,"0,0122"
2021,4,25,CUNDINAMARCA,25873,VILLAPINZON,1009,18810,"0,0536"
2022,4,85,CASANARE,85010,AGUAZUL,4358,39847,"0,1094"
2020,2,73,TOLIMA,73854,VALLE DE SAN JUAN,28,5428,"0,0052"
2021,1,85,CASANARE,85136,LA SALINA,45,1377,"0,0327"
2020,2,68,SANTANDER,68745,SIMACOTA,47,10410,"0,0045"
2020,4,15,BOYACA,15507,OTANCHE,320,8258,"0,0388"
2022,2,27,CHOCO,27361,ISTMINA,2556,32809,"0,0779"
2021,1,66,RISARALDA,66687,SANTUARIO,923,12785,"0,0722"
2023,1,05,ANTIOQUIA,05652,SAN FRANCISCO,939,5945,"0,1579"
2022,2,25,CUNDINAMARCA,25839,UBALA,154,8448,"0,0182"
2022,2,19,CAUCA,19780,SUAREZ,42,33401,"0,0013"
2021,3,25,CUNDINAMARCA,25612,RICAURTE,3793,14367,"0,264"
2020,4,15,BOYACA,15455,MIRAFLORES,630,9106,"0,0692"
2022,4,19,CAUCA,19473,MORALES,46,41162,"0,0011"
2022,3,99,VICHADA,99624,SANTA ROSALIA,10,4475,"0,0022"
2022,2,52,NARI�O,52254,EL PE�OL,385,7679,"0,0501"
2023,1,41,HUILA,41799,TELLO,93,12572,"0,0074"
2022,1,85,CASANARE,85263,PORE,337,12487,"0,027"
2020,2,05,ANTIOQUIA,05034,ANDES,3362,44614,"0,0754"
2021,1,47,MAGDALENA,47570,PUEBLOVIEJO,399,32819,"0,0122"
2020,3,54,NORTE DE SANTANDER,54599,RAGONVALIA,94,6381,"0,0147"
2020,2,76,VALLE DEL CAUCA,76823,TORO,1179,14838,"0,0795"
2021,2,25,CUNDINAMARCA,25293,GACHALA,125,4680,"0,0267"
2020,2,68,SANTANDER,68720,SANTA HELENA DEL OPON,13,3480,"0,0037"
2021,2,19,CAUCA,19212,CORINTO,187,26261,"0,0071"
2023,1,50,META,50223,CUBARRAL,228,7687,"0,0297"
2020,4,54,NORTE DE SANTANDER,54871,VILLA CARO,45,5414,"0,0083"
2020,4,50,META,50680,SAN CARLOS DE GUAROA,448,12847,"0,0349"
2021,4,15,BOYACA,15690,SANTA MARIA,203,3639,"0,0558"
2022,4,44,LA GUAJIRA,44420,LA JAGUA DEL PILAR,14,3973,"0,0035"
2023,1,63,QUINDIO,63111,BUENAVISTA,23,3220,"0,0071"
2022,4,25,CUNDINAMARCA,25878,VIOTA,467,14746,"0,0317"
2021,1,86,PUTUMAYO,86568,PUERTO ASIS,16041,69617,"0,2304"
2022,2,47,MAGDALENA,47541,PEDRAZA,12,10236,"0,0012"
2021,3,68,SANTANDER,68861,VELEZ,865,25586,"0,0338"
2022,1,68,SANTANDER,68820,TONA,185,7560,"0,0245"
2022,2,18,CAQUETA,18410,LA MONTA�ITA,341,15368,"0,0222"
2022,1,08,ATLANTICO,08137,CAMPO DE LA CRUZ,350,24596,"0,0142"
2020,2,05,ANTIOQUIA,05313,GRANADA,911,10414,"0,0875"
2022,3,13,BOLIVAR,13052,ARJONA,2664,74773,"0,0356"
2020,3,76,VALLE DEL CAUCA,76895,ZARZAL,4707,42705,"0,1102"
2023,1,08,ATLANTICO,08433,MALAMBO,12614,142728,"0,0884"
2022,3,52,NARI�O,52203,COLON,169,8783,"0,0192"
2020,4,52,NARI�O,52390,LA TOLA,8,7528,"0,0011"
2022,2,15,BOYACA,15187,CHIVATA,83,2933,"0,0283"
2021,1,52,NARI�O,52110,BUESACO,732,24583,"0,0298"
2022,3,13,BOLIVAR,13212,CORDOBA,176,17228,"0,0102"
2022,3,97,VAUPES,97161,CARURU,9,3408,"0,0026"
2022,1,15,BOYACA,15646,SAMACA,1138,19437,"0,0585"
2021,3,97,VAUPES,97001,MITU,43,32301,"0,0013"
2022,4,76,VALLE DEL CAUCA,76306,GINEBRA,3104,24831,"0,125"
2022,1,25,CUNDINAMARCA,25183,CHOCONTA,1290,23348,"0,0553"
2020,2,23,CORDOBA,23500,MO�ITOS,273,31018,"0,0088"
2023,1,19,CAUCA,19075,BALBOA,24,22395,"0,0011"
2021,4,19,CAUCA,19532,PATIA,273,38152,"0,0072"
2021,3,54,NORTE DE SANTANDER,54128,CACHIRA,26,12077,"0,0022"
2020,3,70,SUCRE,70400,LA UNION,31,13392,"0,0023"
2020,3,05,ANTIOQUIA,05642,SALGAR,842,18706,"0,045"
2022,4,15,BOYACA,15276,FLORESTA,163,3383,"0,0482"
2020,3,52,NARI�O,52254,EL PE�OL,170,7584,"0,0224"
2022,4,47,MAGDALENA,47318,GUAMAL,517,29568,"0,0175"
2020,3,20,CESAR,20045,BECERRIL,77,23265,"0,0033"
2020,3,76,VALLE DEL CAUCA,76250,EL DOVIO,481,9072,"0,053"
2022,4,25,CUNDINAMARCA,25281,FOSCA,259,6447,"0,0402"
2023,1,47,MAGDALENA,47268,EL RETEN,600,21634,"0,0277"
2022,4,05,ANTIOQUIA,05895,ZARAGOZA,2604,25772,"0,101"
2021,3,66,RISARALDA,66075,BALBOA,134,6480,"0,0207"
2020,4,25,CUNDINAMARCA,25513,PACHO,981,26029,"0,0377"
2021,3,68,SANTANDER,68673,SAN BENITO,7,2985,"0,0023"
2021,4,18,CAQUETA,18150,CARTAGENA DEL CHAIRA,24,32111,"0,0007"
2021,2,88,SAN ANDRES Y PROVIDENCIA,88001,SAN ANDRES,4806,56226,"0,0855"
2022,4,05,ANTIOQUIA,05501,OLAYA,351,3269,"0,1074"
2022,4,41,HUILA,41518,PAICOL,789,6992,"0,1128"
2021,1,54,NORTE DE SANTANDER,54480,MUTISCUA,65,4659,"0,014"
2022,4,13,BOLIVAR,13006,ACHI,209,26741,"0,0078"
2022,1,50,META,50683,SAN JUAN DE ARAMA,122,9700,"0,0126"
2023,1,54,NORTE DE SANTANDER,54347,HERRAN,118,7790,"0,0151"
2020,4,73,TOLIMA,73030,AMBALEMA,36,6752,"0,0053"
2021,4,17,CALDAS,17272,FILADELFIA,98,11556,"0,0085"
2023,1,13,BOLIVAR,13838,TURBANA,778,17776,"0,0438"
2021,1,73,TOLIMA,73026,ALVARADO,35,9153,"0,0038"
2021,3,52,NARI�O,52585,PUPIALES,252,17946,"0,014"
2022,1,50,META,50577,PUERTO LLERAS,19,11125,"0,0017"
2020,4,91,AMAZONAS,91405,LA CHORRERA,68,3040,"0,0224"
2021,1,70,SUCRE,70717,SAN PEDRO,18,19526,"0,0009"
2022,2,15,BOYACA,15806,TIBASOSA,1484,13774,"0,1077"
2021,3,13,BOLIVAR,13458,MONTECRISTO,359,17854,"0,0201"
2020,4,25,CUNDINAMARCA,25178,CHIPAQUE,28,10078,"0,0028"
2022,1,68,SANTANDER,68533,PARAMO,150,4851,"0,0309"
2020,3,50,META,50400,LEJANIAS,138,11854,"0,0116"
2022,3,05,ANTIOQUIA,05390,LA PINTADA,1052,8459,"0,1244"
2022,2,54,NORTE DE SANTANDER,54800,TEORAMA,35,18351,"0,0019"
2020,4,41,HUILA,41801,TERUEL,545,8302,"0,0656"
2023,1,25,CUNDINAMARCA,25307,GIRARDOT,25618,119446,"0,2145"
2020,3,47,MAGDALENA,47460,NUEVA GRANADA,24,21045,"0,0011"
2020,3,94,GUAINIA,94886,CACAHUAL,16,908,"0,0176"
2021,3,44,LA GUAJIRA,44279,FONSECA,5159,47885,"0,1077"
2020,3,52,NARI�O,52260,EL TAMBO,438,14538,"0,0301"
2021,3,54,NORTE DE SANTANDER,54418,LOURDES,128,4382,"0,0292"
2020,4,73,TOLIMA,73168,CHAPARRAL,4308,52706,"0,0817"
2022,1,68,SANTANDER,68549,PINCHOTE,412,5407,"0,0762"
2021,1,85,CASANARE,85410,TAURAMENA,1522,25476,"0,0597"
2021,3,27,CHOCO,27160,CERTEGUI,177,5864,"0,0302"
2020,3,25,CUNDINAMARCA,25019,ALBAN,228,6866,"0,0332"
2022,4,86,PUTUMAYO,86569,PUERTO CAICEDO,83,16563,"0,005"
2021,3,54,NORTE DE SANTANDER,54810,TIBU,2912,60007,"0,0485"
2020,4,50,META,50606,RESTREPO,2920,19016,"0,1536"
2023,1,73,TOLIMA,73168,CHAPARRAL,3764,54452,"0,0691"
2022,2,05,ANTIOQUIA,05197,COCORNA,5107,16201,"0,3152"
2020,3,27,CHOCO,27050,ATRATO,15,6358,"0,0024"
2022,1,25,CUNDINAMARCA,25312,GRANADA,230,8009,"0,0287"
2021,3,18,CAQUETA,18256,EL PAUJIL,958,18826,"0,0509"
2020,4,70,SUCRE,70230,CHALAN,4,4621,"0,0009"
2021,4,05,ANTIOQUIA,05789,TAMESIS,1514,16729,"0,0905"
2022,3,99,VICHADA,99773,CUMARIBO,37,83791,"0,0004"
2023,1,15,BOYACA,15244,EL COCUY,111,4377,"0,0254"
2022,4,20,CESAR,20787,TAMALAMEQUE,28,17180,"0,0016"
2022,4,20,CESAR,20443,MANAURE,343,11371,"0,0302"
2023,1,70,SUCRE,70001,SINCELEJO,44265,310456,"0,1426"
2020,3,20,CESAR,20178,CHIRIGUANA,768,29804,"0,0258"
2021,2,15,BOYACA,15522,PANQUEBA,11,1761,"0,0062"
2022,1,20,CESAR,20228,CURUMANI,911,42061,"0,0217"
2021,4,25,CUNDINAMARCA,25754,SOACHA,161699,735961,"0,2197"
2021,4,52,NARI�O,52233,CUMBITARA,27,6067,"0,0045"
2022,4,41,HUILA,41078,BARAYA,39,8758,"0,0045"
2023,1,70,SUCRE,70702,SAN JUAN DE BETULIA,1201,14306,"0,084"
2020,4,05,ANTIOQUIA,05756,SONSON,4905,37301,"0,1315"
2022,3,68,SANTANDER,68615,RIONEGRO,1725,26718,"0,0646"
2021,2,05,ANTIOQUIA,05873,VIGIA DEL FUERTE,191,9502,"0,0201"
2023,1,41,HUILA,41524,PALERMO,1521,28245,"0,0539"
2020,3,15,BOYACA,15097,BOAVITA,65,5210,"0,0125"
2020,4,13,BOLIVAR,13468,MOMPOS,261,46606,"0,0056"
2022,2,15,BOYACA,15380,LA CAPILLA,9,2796,"0,0032"
2021,3,50,META,50400,LEJANIAS,382,12007,"0,0318"
2020,2,17,CALDAS,17877,VITERBO,1332,12951,"0,1028"
2020,3,70,SUCRE,70742,SAN LUIS DE SINCE,731,31899,"0,0229"
2021,2,25,CUNDINAMARCA,25769,SUBACHOQUE,1845,16524,"0,1117"
2020,2,68,SANTANDER,68307,GIRON,29870,168571,"0,1772"
2023,1,54,NORTE DE SANTANDER,54344,HACARI,40,11452,"0,0035"
2020,2,20,CESAR,20621,LA PAZ,1624,29873,"0,0544"
2021,1,73,TOLIMA,73226,CUNDAY,37,8692,"0,0043"
2022,3,08,ATLANTICO,08638,SABANALARGA,4546,102325,"0,0444"
2022,4,27,CHOCO,27205,CONDOTO,903,13513,"0,0668"
2021,4,08,ATLANTICO,08849,USIACURI,227,13266,"0,0171"
2022,1,23,CORDOBA,23417,LORICA,5032,116772,"0,0431"
2020,3,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,2151,25363,"0,0848"
2020,3,91,AMAZONAS,91263,EL ENCANTO,2,2078,"0,001"
2022,4,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,28270,132931,"0,2127"
2022,1,68,SANTANDER,68276,FLORIDABLANCA,79253,332053,"0,2387"
2021,3,08,ATLANTICO,08606,REPELON,838,28155,"0,0298"
2021,3,15,BOYACA,15185,CHITARAQUE,27,6038,"0,0045"
2022,4,08,ATLANTICO,08001,BARRANQUILLA,308101,1310163,"0,2352"
2021,3,15,BOYACA,15425,MACANAL,20,5184,"0,0039"
2021,1,25,CUNDINAMARCA,25486,NEMOCON,1477,14611,"0,1011"
2021,1,23,CORDOBA,23815,TUCH�N,371,55849,"0,0066"
2020,3,08,ATLANTICO,08606,REPELON,502,27729,"0,0181"
2022,2,08,ATLANTICO,08549,PIOJO,21,7207,"0,0029"
2022,3,15,BOYACA,15757,SOCHA,579,8328,"0,0695"
2020,2,23,CORDOBA,23419,LOS CORDOBAS,246,19477,"0,0126"
2021,4,13,BOLIVAR,13140,CALAMAR,563,24034,"0,0234"
2023,1,68,SANTANDER,68855,VALLE DE SAN JOSE,262,6379,"0,0411"
2022,3,50,META,50251,EL CASTILLO,18,8417,"0,0021"
2021,2,20,CESAR,20550,PELAYA,150,22879,"0,0066"
2023,1,50,META,50680,SAN CARLOS DE GUAROA,151,13433,"0,0112"
2022,2,85,CASANARE,85162,MONTERREY,1307,18890,"0,0692"
2020,3,19,CAUCA,19212,CORINTO,174,25981,"0,0067"
2021,2,68,SANTANDER,68679,SAN GIL,8971,61613,"0,1456"
2022,4,70,SUCRE,70221,COVE�AS,2172,20892,"0,104"
2021,1,76,VALLE DEL CAUCA,76036,ANDALUCIA,2455,22875,"0,1073"
2020,2,52,NARI�O,52838,TUQUERRES,1099,45581,"0,0241"
2020,2,44,LA GUAJIRA,44090,DIBULLA,80,42157,"0,0019"
2020,3,68,SANTANDER,68861,VELEZ,703,25334,"0,0277"
2020,2,19,CAUCA,19780,SUAREZ,58,32755,"0,0018"
2020,4,25,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,103,12663,"0,0081"
2022,4,66,RISARALDA,66383,LA CELIA,67,7634,"0,0088"
2021,1,68,SANTANDER,68820,TONA,290,7470,"0,0388"
2020,2,47,MAGDALENA,47798,TENERIFE,122,14012,"0,0087"
2023,1,05,ANTIOQUIA,05819,TOLEDO,185,5225,"0,0354"
2020,3,41,HUILA,41483,NATAGA,166,6695,"0,0248"
2021,1,70,SUCRE,70670,SAMPUES,1805,51024,"0,0354"
2021,1,25,CUNDINAMARCA,25851,UTICA,113,4589,"0,0246"
2022,3,18,CAQUETA,18205,CURILLO,21,7980,"0,0026"
2020,2,18,CAQUETA,18592,PUERTO RICO,957,27047,"0,0354"
2020,3,15,BOYACA,15822,TOTA,32,5331,"0,006"
2023,1,25,CUNDINAMARCA,25785,TABIO,6969,25692,"0,2713"
2021,4,15,BOYACA,15001,TUNJA,49636,181729,"0,2731"
2021,3,52,NARI�O,52240,CHACHAGsI,710,15695,"0,0452"
2021,1,25,CUNDINAMARCA,25269,FACATATIVA,23645,156180,"0,1514"
2021,3,15,BOYACA,15172,CHINAVITA,29,3295,"0,0088"
2021,4,50,META,50450,PUERTO CONCORDIA,24,8760,"0,0027"
2021,2,19,CAUCA,19050,ARGELIA,338,27246,"0,0124"
2023,1,68,SANTANDER,68432,MALAGA,898,21586,"0,0416"
2022,4,05,ANTIOQUIA,05642,SALGAR,595,18981,"0,0313"
2022,2,97,VAUPES,97511,PACOA,3,4573,"0,0007"
2021,4,05,ANTIOQUIA,05129,CALDAS,20920,83850,"0,2495"
2022,2,66,RISARALDA,66383,LA CELIA,57,7634,"0,0075"
2021,1,68,SANTANDER,68152,CARCASI,22,4350,"0,0051"
2022,1,97,VAUPES,97777,PAPUNAUA,1,779,"0,0013"
2021,4,54,NORTE DE SANTANDER,54344,HACARI,54,11135,"0,0048"
2020,4,08,ATLANTICO,08549,PIOJO,17,7008,"0,0024"
2022,2,20,CESAR,20228,CURUMANI,904,42061,"0,0215"
2021,2,27,CHOCO,27413,LLORO,13,10081,"0,0013"
2022,2,50,META,50001,VILLAVICENCIO,113421,569806,"0,1991"
2020,4,15,BOYACA,15820,TOPAGA,54,3706,"0,0146"
2022,3,81,ARAUCA,81300,FORTUL,1108,23417,"0,0473"
2020,2,19,CAUCA,19318,GUAPI,184,28309,"0,0065"
2021,2,86,PUTUMAYO,86573,LEGUIZAMO,63,31159,"0,002"
2022,1,47,MAGDALENA,47570,PUEBLOVIEJO,433,33351,"0,013"
2022,1,05,ANTIOQUIA,05172,CHIGORODO,10232,61211,"0,1672"
2020,2,50,META,50689,SAN MARTIN,1743,27970,"0,0623"
2023,1,15,BOYACA,15466,MONGUI,364,4453,"0,0817"
2023,1,68,SANTANDER,68745,SIMACOTA,20,10706,"0,0019"
2021,2,23,CORDOBA,23168,CHIMA,35,18479,"0,0019"
2021,3,68,SANTANDER,68780,SURATA,78,4042,"0,0193"
2022,1,08,ATLANTICO,08770,SUAN,494,12959,"0,0381"
2022,2,25,CUNDINAMARCA,25483,NARI�O,21,2644,"0,0079"
2020,3,63,QUINDIO,63111,BUENAVISTA,25,3165,"0,0079"
2022,4,68,SANTANDER,68217,COROMORO,9,5195,"0,0017"
2022,4,05,ANTIOQUIA,05873,VIGIA DEL FUERTE,175,9583,"0,0183"
2020,2,41,HUILA,41206,COLOMBIA,69,7456,"0,0093"
2021,4,76,VALLE DEL CAUCA,76845,ULLOA,162,5758,"0,0281"
2021,1,05,ANTIOQUIA,05440,MARINILLA,20957,68112,"0,3077"
2022,2,81,ARAUCA,81591,PUERTO RONDON,171,5088,"0,0336"
2021,4,25,CUNDINAMARCA,25286,FUNZA,24102,104696,"0,2302"
2021,1,05,ANTIOQUIA,05360,ITAGUI,77708,291662,"0,2664"
2021,3,41,HUILA,41319,GUADALUPE,1051,18816,"0,0559"
2021,4,19,CAUCA,19397,LA VEGA,598,25455,"0,0235"
2021,2,41,HUILA,41660,SALADOBLANCO,12,10989,"0,0011"
2021,1,68,SANTANDER,68397,LA PAZ,38,5096,"0,0075"
2021,2,13,BOLIVAR,13430,MAGANGUE,5945,142069,"0,0418"
2022,2,54,NORTE DE SANTANDER,54673,SAN CAYETANO,210,7943,"0,0264"
2021,2,25,CUNDINAMARCA,25040,ANOLAIMA,1015,15043,"0,0675"
2022,3,08,ATLANTICO,08560,PONEDERA,569,26184,"0,0217"
2020,3,15,BOYACA,15808,TINJACA,100,3383,"0,0296"
2022,2,05,ANTIOQUIA,05237,DON MATIAS,4307,20020,"0,2151"
2021,3,05,ANTIOQUIA,05736,SEGOVIA,10728,39856,"0,2692"
2020,2,15,BOYACA,15720,SATIVANORTE,23,2247,"0,0102"
2021,2,25,CUNDINAMARCA,25123,CACHIPAY,221,10910,"0,0203"
2022,1,68,SANTANDER,68020,ALBANIA,8,4235,"0,0019"
2021,3,41,HUILA,41548,PITAL,431,14449,"0,0298"
2020,3,17,CALDAS,17513,PACORA,853,15509,"0,055"
2020,4,44,LA GUAJIRA,44420,LA JAGUA DEL PILAR,8,3804,"0,0021"
2022,2,73,TOLIMA,73622,RONCESVALLES,23,5599,"0,0041"
2022,2,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,2243,53731,"0,0417"
2022,2,44,LA GUAJIRA,44378,HATONUEVO,798,23409,"0,0341"
2022,3,13,BOLIVAR,13549,PINILLOS,36,26109,"0,0014"
2023,1,05,ANTIOQUIA,05642,SALGAR,1531,19153,"0,0799"
2023,1,05,ANTIOQUIA,05658,SAN JOSE DE LA MONTA�A,377,3867,"0,0975"
2021,1,17,CALDAS,17013,AGUADAS,366,23139,"0,0158"
