AÑO,TRIMESTRE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACIÓN DANE,INDICE
2020,3,20,CESAR,20013,AGUSTIN CODAZZI,4082,65428,"0,0624"
2021,3,15,BOYACA,15104,BOYACA,63,5287,"0,0119"
2022,1,17,CALDAS,17388,LA MERCED,175,6209,"0,0282"
2021,4,54,NORTE DE SANTANDER,54398,LA PLAYA,11,8439,"0,0013"
2021,2,20,CESAR,20178,CHIRIGUANA,365,30552,"0,0119"
2022,1,73,TOLIMA,73001,IBAGUE,138825,539745,"0,2572"
2020,4,70,SUCRE,70204,COLOSO,6,8961,"0,0007"
2021,3,25,CUNDINAMARCA,25151,CAQUEZA,1542,18641,"0,0827"
2020,3,41,HUILA,41026,ALTAMIRA,370,4400,"0,0841"
2022,1,17,CALDAS,17486,NEIRA,1675,21412,"0,0782"
2021,2,91,AMAZONAS,91798,TARAPACA,18,4159,"0,0043"
2023,1,05,ANTIOQUIA,05120,CACERES,1284,30925,"0,0415"
2021,2,05,ANTIOQUIA,05792,TARSO,527,6394,"0,0824"
2021,1,68,SANTANDER,68500,OIBA,511,10868,"0,047"
2021,1,20,CESAR,20001,VALLEDUPAR,86525,538601,"0,1606"
2021,2,47,MAGDALENA,47605,REMOLINO,151,12399,"0,0122"
2023,1,25,CUNDINAMARCA,25649,SAN BERNARDO,20,9723,"0,0021"
2022,1,23,CORDOBA,23580,PUERTO LIBERTADOR,794,44643,"0,0178"
2021,1,15,BOYACA,15332,GsICAN,21,4402,"0,0048"
2023,1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,1633,36272,"0,045"
2020,3,05,ANTIOQUIA,05895,ZARAGOZA,1406,25321,"0,0555"
2022,4,23,CORDOBA,23686,SAN PELAYO,904,54160,"0,0167"
2020,2,73,TOLIMA,73226,CUNDAY,48,8734,"0,0055"
2022,1,19,CAUCA,19300,GUACHENE,27,20187,"0,0013"
2021,4,76,VALLE DEL CAUCA,76126,CALIMA,1241,19195,"0,0647"
2022,1,13,BOLIVAR,13836,TURBACO,16132,113746,"0,1418"
2020,4,05,ANTIOQUIA,05059,ARMENIA,200,5241,"0,0382"
2022,1,20,CESAR,20383,LA GLORIA,268,19283,"0,0139"
2020,2,15,BOYACA,15646,SAMACA,639,18974,"0,0337"
2023,1,05,ANTIOQUIA,05690,SANTO DOMINGO,440,12970,"0,0339"
2021,1,25,CUNDINAMARCA,25312,GRANADA,442,7777,"0,0568"
2022,1,25,CUNDINAMARCA,25175,CHIA,44428,153130,"0,2901"
2021,4,73,TOLIMA,73616,RIOBLANCO,602,23080,"0,0261"
2021,2,66,RISARALDA,66456,MISTRATO,231,17462,"0,0132"
2020,4,86,PUTUMAYO,86219,COLON,119,5591,"0,0213"
2022,1,17,CALDAS,17513,PACORA,803,15606,"0,0515"
2023,1,86,PUTUMAYO,86219,COLON,184,5800,"0,0317"
2020,3,76,VALLE DEL CAUCA,76233,DAGUA,5217,49205,"0,106"
2021,1,97,VAUPES,97666,TARAIRA,4,2426,"0,0016"
2021,3,25,CUNDINAMARCA,25224,CUCUNUBA,317,8356,"0,0379"
2021,4,68,SANTANDER,68298,GAMBITA,49,4112,"0,0119"
2021,3,05,ANTIOQUIA,05212,COPACABANA,20943,82038,"0,2553"
2022,2,05,ANTIOQUIA,05541,PE�OL,7997,22217,"0,3599"
2022,4,05,ANTIOQUIA,05107,BRICE�O,753,8389,"0,0898"
2022,4,85,CASANARE,85263,PORE,217,12487,"0,0174"
2020,2,08,ATLANTICO,08770,SUAN,292,12614,"0,0231"
2020,3,15,BOYACA,15092,BETEITIVA,17,1989,"0,0085"
2022,3,41,HUILA,41548,PITAL,693,14623,"0,0474"
2022,2,68,SANTANDER,68464,MOGOTES,210,10714,"0,0196"
2022,4,52,NARI�O,52323,GUALMATAN,151,7301,"0,0207"
2023,1,19,CAUCA,19548,PIENDAMO,1964,43495,"0,0452"
2023,1,52,NARI�O,52381,LA FLORIDA,287,10465,"0,0274"
2020,3,08,ATLANTICO,08832,TUBARA,57,18447,"0,0031"
2020,3,52,NARI�O,52720,SAPUYES,22,7483,"0,0029"
2022,2,25,CUNDINAMARCA,25488,NILO,419,12336,"0,034"
2022,3,50,META,50573,PUERTO LOPEZ,2452,32577,"0,0753"
2022,2,44,LA GUAJIRA,44420,LA JAGUA DEL PILAR,15,3973,"0,0038"
2022,3,66,RISARALDA,66001,PEREIRA,123920,480739,"0,2578"
2020,3,13,BOLIVAR,13006,ACHI,50,25800,"0,0019"
2020,2,27,CHOCO,27450,MEDIO SAN JUAN,30,11020,"0,0027"
2022,2,68,SANTANDER,68770,SUAITA,70,10514,"0,0067"
2021,4,08,ATLANTICO,08560,PONEDERA,564,25852,"0,0218"
2020,3,15,BOYACA,15455,MIRAFLORES,400,9106,"0,0439"
2021,2,25,CUNDINAMARCA,25473,MOSQUERA,37383,142784,"0,2618"
2023,1,73,TOLIMA,73268,ESPINAL,16699,74810,"0,2232"
2020,3,18,CAQUETA,18460,MILAN,114,9994,"0,0114"
2023,1,50,META,50245,EL CALVARIO,13,1870,"0,007"
2022,2,15,BOYACA,15176,CHIQUINQUIRA,5078,59518,"0,0853"
2020,3,68,SANTANDER,68162,CERRITO,174,6914,"0,0252"
2023,1,25,CUNDINAMARCA,25295,GACHANCIPA,3142,20142,"0,156"
2021,3,25,CUNDINAMARCA,25658,SAN FRANCISCO,1253,11886,"0,1054"
2023,1,23,CORDOBA,23670,SAN ANDRES SOTAVENTO,614,50328,"0,0122"
2022,4,15,BOYACA,15223,CUBARA,172,11069,"0,0155"
2021,4,25,CUNDINAMARCA,25438,MEDINA,197,8544,"0,0231"
2021,1,50,META,50711,VISTAHERMOSA,66,18514,"0,0036"
2023,1,68,SANTANDER,68682,SAN JOAQUIN,11,2301,"0,0048"
2020,3,19,CAUCA,19110,BUENOS AIRES,62,33313,"0,0019"
2020,4,25,CUNDINAMARCA,25805,TIBACUY,68,4605,"0,0148"
2022,1,41,HUILA,41676,SANTA MARIA,132,11022,"0,012"
2022,1,05,ANTIOQUIA,05004,ABRIAQUI,160,2804,"0,0571"
2020,4,25,CUNDINAMARCA,25878,VIOTA,690,14040,"0,0491"
2020,3,68,SANTANDER,68013,AGUADA,25,1896,"0,0132"
2022,4,27,CHOCO,27135,EL CANTON DEL SAN PABLO,21,6668,"0,0031"
2022,1,18,CAQUETA,18247,EL DONCELLO,965,20042,"0,0481"
2021,4,73,TOLIMA,73671,SALDA�A,244,14736,"0,0166"
2023,1,66,RISARALDA,66001,PEREIRA,139782,481768,"0,2901"
2020,4,25,CUNDINAMARCA,25845,UNE,257,7395,"0,0348"
2020,2,23,CORDOBA,23168,CHIMA,39,18194,"0,0021"
2021,1,05,ANTIOQUIA,05190,CISNEROS,1793,10147,"0,1767"
2022,3,41,HUILA,41668,SAN AGUSTIN,1622,35116,"0,0462"
2021,3,52,NARI�O,52260,EL TAMBO,1139,14614,"0,0779"
2020,2,63,QUINDIO,63470,MONTENEGRO,4229,37595,"0,1125"
2020,2,66,RISARALDA,66075,BALBOA,97,6476,"0,015"
2021,1,41,HUILA,41378,LA ARGENTINA,721,13550,"0,0532"
2021,2,76,VALLE DEL CAUCA,76306,GINEBRA,2382,24717,"0,0964"
2020,2,05,ANTIOQUIA,05113,BURITICA,512,9679,"0,0529"
2020,3,52,NARI�O,52699,SANTACRUZ,20,11040,"0,0018"
2021,2,68,SANTANDER,68318,GUACA,85,6121,"0,0139"
2022,4,15,BOYACA,15114,BUSBANZA,48,1184,"0,0405"
2021,4,76,VALLE DEL CAUCA,76890,YOTOCO,716,16321,"0,0439"
2020,4,05,ANTIOQUIA,05315,GUADALUPE,420,6750,"0,0622"
2022,4,17,CALDAS,17616,RISARALDA,542,11201,"0,0484"
2020,3,68,SANTANDER,68324,GUAVATA,20,4334,"0,0046"
2020,3,20,CESAR,20295,GAMARRA,40,16104,"0,0025"
2020,3,76,VALLE DEL CAUCA,76054,ARGELIA,309,5486,"0,0563"
2022,4,73,TOLIMA,73024,ALPUJARRA,43,4692,"0,0092"
2021,3,41,HUILA,41132,CAMPOALEGRE,3189,32314,"0,0987"
2021,4,73,TOLIMA,73270,FALAN,163,7831,"0,0208"
2021,2,25,CUNDINAMARCA,25398,LA PE�A,29,6333,"0,0046"
2020,2,41,HUILA,41530,PALESTINA,15,11602,"0,0013"
2022,1,76,VALLE DEL CAUCA,76736,SEVILLA,5146,43531,"0,1182"
2022,2,25,CUNDINAMARCA,25867,VIANI,96,4887,"0,0196"
2022,2,25,CUNDINAMARCA,25175,CHIA,44821,153130,"0,2927"
2023,1,05,ANTIOQUIA,05040,ANORI,1793,19527,"0,0918"
2020,4,13,BOLIVAR,13042,ARENAL,38,7663,"0,005"
2022,3,97,VAUPES,97511,PACOA,1,4573,"0,0002"
2022,1,05,ANTIOQUIA,05628,SABANALARGA,501,9491,"0,0528"
2020,4,05,ANTIOQUIA,05679,SANTA BARBARA,2172,27219,"0,0798"
2020,2,13,BOLIVAR,13001,CARTAGENA,164103,1017616,"0,1613"
2022,1,17,CALDAS,17541,PENSILVANIA,677,20129,"0,0336"
2020,2,68,SANTANDER,68502,ONZAGA,24,4223,"0,0057"
2021,1,99,VICHADA,99773,CUMARIBO,20,81958,"0,0002"
2022,2,13,BOLIVAR,13600,RIO VIEJO,1139,11332,"0,1005"
2023,1,52,NARI�O,52240,CHACHAGsI,1562,15860,"0,0985"
2021,3,41,HUILA,41807,TIMANA,318,22829,"0,0139"
2023,1,20,CESAR,20228,CURUMANI,1001,42836,"0,0234"
2021,4,05,ANTIOQUIA,05347,HELICONIA,1099,5575,"0,1971"
2022,4,94,GUAINIA,94886,CACAHUAL,10,969,"0,0103"
2022,3,68,SANTANDER,68780,SURATA,59,4069,"0,0145"
2021,4,25,CUNDINAMARCA,25317,GUACHETA,677,14538,"0,0466"
2020,2,76,VALLE DEL CAUCA,76248,EL CERRITO,7608,57362,"0,1326"
2020,3,76,VALLE DEL CAUCA,76377,LA CUMBRE,465,16918,"0,0275"
2020,2,76,VALLE DEL CAUCA,76122,CAICEDONIA,3198,29284,"0,1092"
2022,3,15,BOYACA,15114,BUSBANZA,45,1184,"0,038"
2022,3,05,ANTIOQUIA,05321,GUATAPE,1987,8862,"0,2242"
2022,3,15,BOYACA,15500,OICATA,149,3001,"0,0497"
2021,1,15,BOYACA,15664,SAN JOSE DE PARE,41,5163,"0,0079"
2021,3,08,ATLANTICO,08520,PALMAR DE VARELA,2201,31364,"0,0702"
2021,4,52,NARI�O,52573,PUERRES,88,8733,"0,0101"
2021,2,50,META,50573,PUERTO LOPEZ,2283,32091,"0,0711"
2020,2,05,ANTIOQUIA,05541,PE�OL,2301,21795,"0,1056"
2021,1,15,BOYACA,15293,GACHANTIVA,31,2857,"0,0109"
2020,3,15,BOYACA,15248,EL ESPINO,19,3124,"0,0061"
2021,3,54,NORTE DE SANTANDER,54172,CHINACOTA,435,19194,"0,0227"
2020,4,25,CUNDINAMARCA,25839,UBALA,123,8081,"0,0152"
2022,2,41,HUILA,41359,ISNOS,689,26867,"0,0256"
2022,2,94,GUAINIA,94886,CACAHUAL,11,969,"0,0114"
2021,4,15,BOYACA,15109,BUENAVISTA,128,4549,"0,0281"
2023,1,85,CASANARE,85136,LA SALINA,96,1410,"0,0681"
2020,3,15,BOYACA,15367,JENESANO,179,7441,"0,0241"
2020,3,15,BOYACA,15244,EL COCUY,28,4288,"0,0065"
2020,3,41,HUILA,41298,GARZON,5621,74940,"0,075"
2022,3,25,CUNDINAMARCA,25815,TOCAIMA,840,17690,"0,0475"
2020,4,91,AMAZONAS,91001,LETICIA,1284,50950,"0,0252"
2020,2,08,ATLANTICO,08560,PONEDERA,103,25378,"0,0041"
2020,3,15,BOYACA,15806,TIBASOSA,919,13436,"0,0684"
2022,2,25,CUNDINAMARCA,25183,CHOCONTA,1301,23348,"0,0557"
2023,1,17,CALDAS,17433,MANZANARES,1390,18655,"0,0745"
2021,1,25,CUNDINAMARCA,25506,VENECIA,21,4576,"0,0046"
2020,4,05,ANTIOQUIA,05138,CA�ASGORDAS,704,15889,"0,0443"
2023,1,25,CUNDINAMARCA,25407,LENGUAZAQUE,857,11753,"0,0729"
2023,1,70,SUCRE,70418,LOS PALMITOS,1001,24638,"0,0406"
2021,2,15,BOYACA,15317,GUACAMAYAS,6,1907,"0,0031"
2022,4,15,BOYACA,15466,MONGUI,348,4397,"0,0791"
2021,1,13,BOLIVAR,13810,TIQUISIO,70,19131,"0,0037"
2021,2,19,CAUCA,19022,ALMAGUER,19,19031,"0,001"
2022,1,19,CAUCA,19001,POPAYAN,65746,335826,"0,1958"
2023,1,13,BOLIVAR,13458,MONTECRISTO,1038,18243,"0,0569"
2022,2,23,CORDOBA,23580,PUERTO LIBERTADOR,762,44643,"0,0171"
2021,2,54,NORTE DE SANTANDER,54405,LOS PATIOS,17583,100314,"0,1753"
2021,3,54,NORTE DE SANTANDER,54313,GRAMALOTE,383,8052,"0,0476"
2023,1,73,TOLIMA,73347,HERVEO,103,7657,"0,0135"
2020,2,52,NARI�O,52224,CUASPUD,45,9417,"0,0048"
2021,4,15,BOYACA,15244,EL COCUY,112,4298,"0,0261"
2022,1,15,BOYACA,15317,GUACAMAYAS,4,1925,"0,0021"
2021,1,15,BOYACA,15822,TOTA,39,5399,"0,0072"
2022,3,23,CORDOBA,23001,MONTERIA,67968,518608,"0,1311"
2020,4,54,NORTE DE SANTANDER,54810,TIBU,2506,58473,"0,0429"
2023,1,20,CESAR,20001,VALLEDUPAR,93943,558938,"0,1681"
2022,2,73,TOLIMA,73268,ESPINAL,16170,74366,"0,2174"
2020,2,41,HUILA,41483,NATAGA,152,6695,"0,0227"
2021,3,20,CESAR,20443,MANAURE,200,11137,"0,018"
2020,2,19,CAUCA,19807,TIMBIO,800,36471,"0,0219"
2020,4,23,CORDOBA,23580,PUERTO LIBERTADOR,252,43545,"0,0058"
2020,2,19,CAUCA,19022,ALMAGUER,21,18871,"0,0011"
2022,2,27,CHOCO,27372,JURADO,156,7274,"0,0214"
2022,2,52,NARI�O,52390,LA TOLA,26,7595,"0,0034"
2021,2,05,ANTIOQUIA,05088,BELLO,128631,552073,"0,233"
2022,4,23,CORDOBA,23001,MONTERIA,68559,518608,"0,1322"
2021,1,15,BOYACA,15522,PANQUEBA,11,1761,"0,0062"
2023,1,85,CASANARE,85279,RECETOR,17,1569,"0,0108"
2022,4,13,BOLIVAR,13052,ARJONA,2796,74773,"0,0374"
2022,3,81,ARAUCA,81591,PUERTO RONDON,219,5088,"0,043"
2021,2,76,VALLE DEL CAUCA,76250,EL DOVIO,493,9120,"0,0541"
2020,2,25,CUNDINAMARCA,25200,COGUA,2399,23776,"0,1009"
2022,3,23,CORDOBA,23586,PURISIMA,462,18242,"0,0253"
2023,1,19,CAUCA,19142,CALOTO,192,31272,"0,0061"
2021,2,15,BOYACA,15531,PAUNA,116,7372,"0,0157"
2021,3,05,ANTIOQUIA,05887,YARUMAL,4297,43308,"0,0992"
2021,1,41,HUILA,41001,NEIVA,89201,371590,"0,2401"
2020,4,05,ANTIOQUIA,05647,SAN ANDRES DE CUERQUIA,531,7411,"0,0717"
2022,1,41,HUILA,41551,PITALITO,12596,132521,"0,095"
2020,4,15,BOYACA,15755,SOCOTA,78,7427,"0,0105"
2022,1,73,TOLIMA,73226,CUNDAY,32,8745,"0,0037"
2021,3,18,CAQUETA,18460,MILAN,414,10096,"0,041"
2020,2,20,CESAR,20178,CHIRIGUANA,680,29804,"0,0228"
2020,3,13,BOLIVAR,13647,SAN ESTANISLAO,68,19115,"0,0036"
2020,4,68,SANTANDER,68522,PALMAR,13,1416,"0,0092"
2021,2,05,ANTIOQUIA,05031,AMALFI,1810,27155,"0,0667"
2020,3,25,CUNDINAMARCA,25599,APULO,499,8761,"0,057"
2020,2,18,CAQUETA,18756,SOLANO,9,11620,"0,0008"
2022,2,25,CUNDINAMARCA,25402,LA VEGA,2159,19362,"0,1115"
2021,1,52,NARI�O,52051,ARBOLEDA,47,8915,"0,0053"
2020,4,15,BOYACA,15897,ZETAQUIRA,97,4741,"0,0205"
2020,3,08,ATLANTICO,08685,SANTO TOMAS,2658,31734,"0,0838"
2021,1,76,VALLE DEL CAUCA,76616,RIOFRIO,77,15846,"0,0049"
2022,3,17,CALDAS,17616,RISARALDA,561,11201,"0,0501"
2023,1,68,SANTANDER,68524,PALMAS DEL SOCORRO,7,2622,"0,0027"
2021,1,25,CUNDINAMARCA,25326,GUATAVITA,308,6893,"0,0447"
2020,4,66,RISARALDA,66088,BELEN DE UMBRIA,1657,25078,"0,0661"
2021,4,17,CALDAS,17541,PENSILVANIA,638,20006,"0,0319"
2021,4,27,CHOCO,27135,EL CANTON DEL SAN PABLO,21,6521,"0,0032"
2022,1,25,CUNDINAMARCA,25214,COTA,10261,37793,"0,2715"
2021,1,05,ANTIOQUIA,05147,CAREPA,5500,50885,"0,1081"
2021,3,15,BOYACA,15686,SANTANA,95,7888,"0,012"
2020,4,15,BOYACA,15322,GUATEQUE,333,11040,"0,0302"
2021,2,76,VALLE DEL CAUCA,76020,ALCALA,1221,14709,"0,083"
2022,2,81,ARAUCA,81794,TAME,5131,52437,"0,0979"
2020,2,05,ANTIOQUIA,05321,GUATAPE,1296,8681,"0,1493"
2022,1,15,BOYACA,15172,CHINAVITA,22,3348,"0,0066"
2022,4,23,CORDOBA,23500,MO�ITOS,621,31829,"0,0195"
2020,4,70,SUCRE,70418,LOS PALMITOS,351,23738,"0,0148"
2022,4,13,BOLIVAR,13042,ARENAL,566,7853,"0,0721"
2022,2,73,TOLIMA,73152,CASABIANCA,18,6391,"0,0028"
2022,3,41,HUILA,41807,TIMANA,1585,23101,"0,0686"
2022,3,76,VALLE DEL CAUCA,76834,TULUA,44162,230830,"0,1913"
2022,4,08,ATLANTICO,08558,POLONUEVO,348,19840,"0,0175"
2022,4,76,VALLE DEL CAUCA,76275,FLORIDA,4819,58317,"0,0826"
2021,3,81,ARAUCA,81591,PUERTO RONDON,171,4966,"0,0344"
2022,4,41,HUILA,41026,ALTAMIRA,559,4504,"0,1241"
2020,3,54,NORTE DE SANTANDER,54670,SAN CALIXTO,34,13342,"0,0025"
2020,2,85,CASANARE,85139,MANI,241,17487,"0,0138"
2021,2,68,SANTANDER,68344,HATO,61,2359,"0,0259"
2023,1,73,TOLIMA,73504,ORTEGA,337,34690,"0,0097"
2020,3,50,META,50573,PUERTO LOPEZ,2806,31618,"0,0887"
2023,1,88,SAN ANDRES Y PROVIDENCIA,88001,SAN ANDRES,9411,56333,"0,1671"
2021,3,73,TOLIMA,73152,CASABIANCA,28,6354,"0,0044"
2022,4,25,CUNDINAMARCA,25754,SOACHA,160783,758113,"0,2121"
2021,2,50,META,50245,EL CALVARIO,13,1817,"0,0072"
2023,1,15,BOYACA,15804,TIBANA,284,9575,"0,0297"
2022,4,27,CHOCO,27430,MEDIO BAUDO,42,16340,"0,0026"
2021,2,54,NORTE DE SANTANDER,54250,EL TARRA,249,22740,"0,0109"
2021,4,23,CORDOBA,23300,COTORRA,441,19905,"0,0222"
2021,2,23,CORDOBA,23555,PLANETA RICA,4254,66933,"0,0636"
2021,3,23,CORDOBA,23068,AYAPEL,2300,48022,"0,0479"
2020,2,05,ANTIOQUIA,05264,ENTRERRIOS,1608,11624,"0,1383"
2020,4,68,SANTANDER,68575,PUERTO WILCHES,1080,34379,"0,0314"
2022,3,13,BOLIVAR,13580,REGIDOR,76,7421,"0,0102"
2021,1,15,BOYACA,15212,COPER,13,3712,"0,0035"
2021,2,18,CAQUETA,18592,PUERTO RICO,899,27230,"0,033"
2023,1,25,CUNDINAMARCA,25841,UBAQUE,220,7729,"0,0285"
2022,1,08,ATLANTICO,08606,REPELON,792,28493,"0,0278"
2021,2,05,ANTIOQUIA,05051,ARBOLETES,1694,31156,"0,0544"
2023,1,05,ANTIOQUIA,05364,JARDIN,1876,15400,"0,1218"
2022,4,73,TOLIMA,73870,VILLAHERMOSA,14,9689,"0,0014"
2022,4,13,BOLIVAR,13836,TURBACO,17880,113746,"0,1572"
2022,2,63,QUINDIO,63130,CALARCA,12183,75532,"0,1613"
2022,3,19,CAUCA,19821,TORIBIO,70,36761,"0,0019"
2022,1,15,BOYACA,15455,MIRAFLORES,883,9301,"0,0949"
2021,1,68,SANTANDER,68573,PUERTO PARRA,316,7779,"0,0406"
2021,2,05,ANTIOQUIA,05142,CARACOLI,441,4715,"0,0935"
2022,3,17,CALDAS,17873,VILLAMARIA,13841,68168,"0,203"
2021,4,25,CUNDINAMARCA,25214,COTA,9617,36637,"0,2625"
2022,1,73,TOLIMA,73236,DOLORES,68,8558,"0,0079"
2020,4,68,SANTANDER,68682,SAN JOAQUIN,12,2234,"0,0054"
2020,4,68,SANTANDER,68271,FLORIAN,20,5811,"0,0034"
2023,1,76,VALLE DEL CAUCA,76520,PALMIRA,83343,358895,"0,2322"
2021,2,13,BOLIVAR,13074,BARRANCO DE LOBA,491,15793,"0,0311"
2022,2,68,SANTANDER,68296,GALAN,8,2986,"0,0027"
2020,3,68,SANTANDER,68669,SAN ANDRES,41,8893,"0,0046"
2020,4,27,CHOCO,27372,JURADO,137,7032,"0,0195"
2021,1,19,CAUCA,19397,LA VEGA,153,25455,"0,006"
2020,3,15,BOYACA,15272,FIRAVITOBA,181,6879,"0,0263"
2022,3,85,CASANARE,85125,HATO COROZAL,795,13387,"0,0594"
2022,1,25,CUNDINAMARCA,25653,SAN CAYETANO,31,5368,"0,0058"
2021,1,41,HUILA,41244,ELIAS,14,4418,"0,0032"
2021,3,19,CAUCA,19743,SILVIA,512,39175,"0,0131"
2021,4,52,NARI�O,52227,CUMBAL,346,38175,"0,0091"
2022,1,25,CUNDINAMARCA,25473,MOSQUERA,40065,146795,"0,2729"
2020,3,50,META,50577,PUERTO LLERAS,27,10817,"0,0025"
2020,3,54,NORTE DE SANTANDER,54245,EL CARMEN,56,14232,"0,0039"
2020,2,15,BOYACA,15180,CHISCAS,22,4046,"0,0054"
2020,4,73,TOLIMA,73483,NATAGAIMA,703,14813,"0,0475"
2021,3,52,NARI�O,52354,IMUES,376,7812,"0,0481"
2023,1,76,VALLE DEL CAUCA,76100,BOLIVAR,546,16412,"0,0333"
2020,4,85,CASANARE,85001,YOPAL,35355,180151,"0,1963"
2023,1,05,ANTIOQUIA,05887,YARUMAL,4919,44102,"0,1115"
2022,1,15,BOYACA,15638,SACHICA,172,5813,"0,0296"
2022,3,13,BOLIVAR,13836,TURBACO,17134,113746,"0,1506"
2020,3,20,CESAR,20710,SAN ALBERTO,1130,28280,"0,04"
2021,3,25,CUNDINAMARCA,25175,CHIA,42065,148415,"0,2834"
2020,4,15,BOYACA,15842,UMBITA,79,7734,"0,0102"
2022,2,54,NORTE DE SANTANDER,54001,CUCUTA,134780,798411,"0,1688"
2022,3,15,BOYACA,15572,PUERTO BOYACA,5392,49643,"0,1086"
2021,4,13,BOLIVAR,13873,VILLANUEVA,736,25278,"0,0291"
2020,4,54,NORTE DE SANTANDER,54377,LABATECA,93,6791,"0,0137"
2021,4,08,ATLANTICO,08685,SANTO TOMAS,2540,32311,"0,0786"
2022,1,05,ANTIOQUIA,05380,LA ESTRELLA,22647,76291,"0,2969"
2022,4,85,CASANARE,85001,YOPAL,35360,187954,"0,1881"
2021,3,17,CALDAS,17088,BELALCAZAR,364,10775,"0,0338"
2020,4,25,CUNDINAMARCA,25183,CHOCONTA,1117,22071,"0,0506"
2022,4,13,BOLIVAR,13188,CICUCO,632,14555,"0,0434"
2021,1,25,CUNDINAMARCA,25885,YACOPI,34,13124,"0,0026"
2022,4,52,NARI�O,52405,LEIVA,206,10078,"0,0204"
2023,1,25,CUNDINAMARCA,25799,TENJO,4397,26012,"0,169"
2022,4,05,ANTIOQUIA,05234,DABEIBA,1645,24168,"0,0681"
2022,2,15,BOYACA,15322,GUATEQUE,165,11274,"0,0146"
2022,4,52,NARI�O,52520,FRANCISCO PIZARRO,13,14772,"0,0009"
2020,4,08,ATLANTICO,08520,PALMAR DE VARELA,1531,30799,"0,0497"
2021,3,05,ANTIOQUIA,05756,SONSON,5436,37511,"0,1449"
2022,3,05,ANTIOQUIA,05376,LA CEJA,21914,69202,"0,3167"
2020,3,08,ATLANTICO,08141,CANDELARIA,12,16935,"0,0007"
2021,4,25,CUNDINAMARCA,25483,NARI�O,26,2555,"0,0102"
2023,1,52,NARI�O,52207,CONSACA,381,14400,"0,0265"
2021,2,13,BOLIVAR,13620,SAN CRISTOBAL,173,8534,"0,0203"
2021,2,05,ANTIOQUIA,05042,SANTAFE DE ANTIOQUIA,3502,27327,"0,1282"
2021,1,73,TOLIMA,73443,MARIQUITA,3809,38937,"0,0978"
2020,3,73,TOLIMA,73148,CARMEN DE APICALA,122,10722,"0,0114"
2023,1,15,BOYACA,15664,SAN JOSE DE PARE,184,5274,"0,0349"
2022,3,05,ANTIOQUIA,05150,CAROLINA,460,4154,"0,1107"
2021,1,25,CUNDINAMARCA,25394,LA PALMA,145,10153,"0,0143"
2021,4,25,CUNDINAMARCA,25843,VILLA DE SAN DIEGO DE UBATE,7689,47398,"0,1622"
2020,4,52,NARI�O,52240,CHACHAGsI,482,15606,"0,0309"
2023,1,15,BOYACA,15676,SAN MIGUEL DE SEMA,98,3167,"0,0309"
2021,4,54,NORTE DE SANTANDER,54743,SILOS,49,6871,"0,0071"
2021,1,47,MAGDALENA,47053,ARACATACA,537,43413,"0,0124"
2022,3,68,SANTANDER,68255,EL PLAYON,620,14001,"0,0443"
2020,3,25,CUNDINAMARCA,25488,NILO,224,11663,"0,0192"
2020,2,20,CESAR,20060,BOSCONIA,3014,43191,"0,0698"
2022,3,15,BOYACA,15476,MOTAVITA,229,5884,"0,0389"
2022,1,41,HUILA,41020,ALGECIRAS,1153,23742,"0,0486"
2023,1,15,BOYACA,15723,SATIVASUR,39,1150,"0,0339"
2022,2,25,CUNDINAMARCA,25745,SIMIJACA,1995,14662,"0,1361"
2020,2,70,SUCRE,70418,LOS PALMITOS,285,23738,"0,012"
2022,3,76,VALLE DEL CAUCA,76400,LA UNION,5032,34627,"0,1453"
2021,4,54,NORTE DE SANTANDER,54660,SALAZAR,31,11250,"0,0028"
2023,1,70,SUCRE,70235,GALERAS,1385,24257,"0,0571"
2020,3,23,CORDOBA,23001,MONTERIA,62604,507463,"0,1234"
2021,4,66,RISARALDA,66318,GUATICA,77,12367,"0,0062"
2020,4,63,QUINDIO,63190,CIRCASIA,5057,28946,"0,1747"
2022,1,20,CESAR,20238,EL COPEY,562,33782,"0,0166"
2021,3,08,ATLANTICO,08421,LURUACO,691,30283,"0,0228"
2021,3,73,TOLIMA,73678,SAN LUIS,313,13336,"0,0235"
2022,1,25,CUNDINAMARCA,25785,TABIO,7055,24854,"0,2839"
2021,3,05,ANTIOQUIA,05686,SANTA ROSA DE OSOS,4498,38066,"0,1182"
2020,2,17,CALDAS,17174,CHINCHINA,8432,52381,"0,161"
2022,3,15,BOYACA,15317,GUACAMAYAS,5,1925,"0,0026"
2021,1,47,MAGDALENA,47318,GUAMAL,533,29069,"0,0183"
2023,1,05,ANTIOQUIA,05147,CAREPA,7126,51777,"0,1376"
2021,2,91,AMAZONAS,91405,LA CHORRERA,62,3055,"0,0203"
2021,2,52,NARI�O,52696,SANTA BARBARA,46,13898,"0,0033"
2020,3,05,ANTIOQUIA,05038,ANGOSTURA,440,11742,"0,0375"
2020,2,05,ANTIOQUIA,05364,JARDIN,1266,14987,"0,0845"
2021,4,70,SUCRE,70523,PALMITO,11,15736,"0,0007"
2021,2,25,CUNDINAMARCA,25483,NARI�O,30,2555,"0,0117"
